车名,车牌,类型,评分,最高价,最低价,总评数,差评词,差评词次数,总评前几,总评前几内容次数,好评词,好评词次数,手动耗油/L,自动耗油/L
祺智PHEV,广汽集团,紧凑型SUV,4.63,219800,209800,16,,0,"乘坐空间不错,加速动力挺不错,用电安全",17,"乘坐空间不错,加速动力挺不错,用电安全",17,6.2,16.9
DS 7,DS,紧凑型SUV,4.63,309900,208900,48,,0,"乘坐空间足够,外观合适,外观漂亮,油耗满意,乘坐空间实用,后排空间充足,前排座椅舒适,悬架舒适,大灯赞,转向准确",91,"乘坐空间足够,外观合适,外观漂亮",42,8.2,8.2
劲炫ASX,三菱,紧凑型SUV,4.63,149800,114800,316,"后备厢空间小,起步动力有点肉,悬架偏硬",76,"乘坐空间够用,油耗满意,外观时尚,车子配置十分齐全,转向精准,后备厢空间小,操控感十足,转向手感很轻,底盘很厚重,中控屏给力",561,"乘坐空间够用,油耗满意,外观时尚",300,7.3,8.6
景逸X3,东风风行,紧凑型SUV,4.63,86900,66900,10,,0,"乘坐空间没得说,油耗比较低,转向手感舒服,外观方便",22,"乘坐空间没得说,油耗比较低,转向手感舒服",19,7.2,7.2
猎豹CS10,猎豹汽车,紧凑型SUV,4.62,146800,89800,520,"悬架减震有点硬,起步动力肉,刹车有点软",193,"乘坐空间满意,外观漂亮,安全配置丰富,悬架减震有点硬,后备厢空间大,转向精准,后排空间大,内饰造型比较满意,转向手感很轻,起步动力肉",1279,"乘坐空间满意,外观漂亮,安全配置丰富",815,8.7,9.7
奔腾X80,奔腾,紧凑型SUV,4.62,147800,99800,517,"油耗不满意,悬架减震偏硬,胎噪有点大",328,"乘坐空间满意,外观漂亮,安全配置很放心,油耗不满意,后备厢空间很大,转向精准,悬架减震偏硬,操控性能非常好,加速动力十足,储物空间非常多",1596,"乘坐空间满意,外观漂亮,安全配置很放心",883,11.3,9.8
欧尚X70A,长安欧尚,紧凑型SUV,4.62,85900,49900,155,"离合器踏板太高,备胎比较麻烦,隔音不是很好",16,"乘坐空间满意,外观霸气,功能配置,油耗满意,油耗能接受,储物空间足够,转向灵活,后备厢空间灵活,中控屏很流畅,内饰造型纯平",321,"乘坐空间满意,外观霸气,功能配置",214,7.4,7.4
开瑞K60,开瑞,紧凑型SUV,4.61,81800,58800,89,"味道有点重,悬架偏硬,后备厢空间稍小",17,"乘坐空间很够用,油耗满意,外观不错,味道有点重,乘坐空间不错,中控台造型蛮有科技感,悬架偏硬,转向手感很轻,行驶稳定性挺稳,后备厢空间稍小",110,"乘坐空间很够用,油耗满意,外观不错",73,,
RAV4荣放,丰田,紧凑型SUV,4.61,269800,179800,4009,"悬架减震偏硬,隔音不好,味道大",1060,"乘坐空间满意,油耗满意,外观时尚,安全配置齐全,悬架减震偏硬,后排空间大,后备厢空间很大,转向手感很轻,转向精准,全景摄像头很实用",10244,"乘坐空间满意,油耗满意,外观时尚",6001,8.6,10
森雅R9,一汽,紧凑型SUV,4.61,125900,83900,114,,0,"乘坐空间不拥挤,油耗满意,外观漂亮,车子配置很高,油耗低,转向精准,转向手感很轻,乘坐空间足够,外观大气",53,"乘坐空间不拥挤,外观漂亮,油耗满意",28,6.8,7.7
凯迪拉克XT4,凯迪拉克,紧凑型SUV,4.6,399700,259700,315,"悬架减震偏硬,悬架减震偏软,后排空间有点小",10,"油耗低,方向盘很轻,换挡平顺,外观时尚,乘坐空间够用,乘坐空间不错,外观最满意,车内静音效果不错,外观线条硬朗,外观大气",93,"油耗低,方向盘很轻,换挡平顺",51,10.2,10.2
景逸X6,东风风行,紧凑型SUV,4.6,109900,84900,126,"起步动力肉,导航有点不厚道,第三排空间略小",28,"乘坐空间不错,外观时尚,油耗满意,功能配置比较齐全,车内静音效果非常好,转向精准,内饰造型挺满意,悬架减震比较舒适,前排座椅挺舒服,高速油耗满意",386,"乘坐空间不错,外观时尚,油耗满意",249,8.3,8.9
汉腾X5,汉腾汽车,紧凑型SUV,4.6,106800,59800,119,"油耗不满意,悬架减震偏硬,内饰颜色太不耐脏",44,"安全配置非常好,外观时尚,乘坐空间足够用,油耗不满意,后备厢空间大,悬架减震偏硬,转向手感很轻,后排空间大,操控挺稳,大灯很亮",217,"安全配置非常好,外观时尚,乘坐空间足够用",118,8,9.7
奇骏,日产,紧凑型SUV,4.6,271300,188800,116,"起步动力有点肉,外漆面有点薄,味道大",82,"油耗满意,乘坐空间满意,外观漂亮,乘坐空间不错,安全配置满意,前排座椅舒适,后备厢空间大,起步动力有点肉,高速油耗满意,保养费用免费",658,"油耗满意,乘坐空间满意,外观漂亮",335,8.4,9.2
长安CS55,长安,紧凑型SUV,4.6,133900,84900,134,"起步动力有点肉,胎噪有点大,外漆面有点薄",68,"油耗满意,乘坐空间够用,外观漂亮,后备厢空间很大,安全配置很齐全,转向精准,转向手感很轻,悬架舒适,安全配置齐全,加速动力很明显",903,"油耗满意,乘坐空间够用,外观漂亮",580,7.6,8.2
讴歌CDX,讴歌,紧凑型SUV,4.6,367800,229800,276,"后备厢空间略小,自动大灯不纠结,外漆面很薄",107,"乘坐空间足够,外观漂亮,油耗满意,后备厢空间略小,储物空间很多,隔音好,内饰造型满意,前排座椅舒适,功能配置丰富,转向精准",712,"乘坐空间足够,外观漂亮,油耗满意",396,8.6,6.1
驭胜S330,驭胜,紧凑型SUV,4.59,139600,88000,575,"后备厢空间略小,胎噪有点大,味道挺大",159,"乘坐空间满意,外观时尚,安全配置比较厚道,转向精准,转向手感很轻,后排空间大,后备厢空间略小,车内静音效果不错,内饰造型很满意,储物空间很大",1557,"乘坐空间满意,外观时尚,安全配置比较厚道",972,7.9,9.4
北京现代ix35,现代,紧凑型SUV,4.59,161900,119900,402,"悬架减震偏硬,悬架减震偏硬,隔音不算好",140,"乘坐空间不错,外观硬朗,油耗满意,内饰配置丰富,后备厢空间大,转向手感很轻,悬架减震偏硬,悬架减震偏硬,储物空间比较丰富,转向很精准",1129,"乘坐空间不错,外观硬朗,油耗满意",663,9,8.8
宝沃BX5,宝沃,紧凑型SUV,4.59,219800,123800,279,"后备厢空间偏小,定速巡航很少,发动机噪音很大",90,"乘坐空间不错,外观漂亮,油耗满意,安全配置很满意,车内静音效果很好,后备厢空间偏小,转向手感很轻,转向精准,内饰造型很满意,悬架舒适",893,"乘坐空间不错,外观漂亮,油耗满意",485,8.4,10
柯珞克,斯柯达,紧凑型SUV,4.59,185900,139900,129,"悬架减震偏硬,电子手刹麻烦,低配配置太简陋了",28,"外观漂亮,油耗满意,乘坐空间满意,乘坐空间大,后备厢空间很大,转向精准,前排座椅漂亮,悬架减震偏硬,储物空间挺多,转向手感很轻",318,"外观漂亮,油耗满意,乘坐空间满意",183,7.6,7.6
博越,吉利汽车,紧凑型SUV,4.59,161800,98800,904,"后备厢空间有点小,储物空间太少,市区油耗不低",404,"乘坐空间不错,外观漂亮,安全配置丰富,后备厢空间有点小,车内静音效果很好,内饰造型满意,转向精准,转向手感很轻,后排空间大,高速油耗满意",3368,"乘坐空间不错,外观漂亮,安全配置丰富",2030,7.9,9.7
Tiguan,大众,紧凑型SUV,4.59,359800,245800,36,"悬架减震偏硬,后备厢空间略小,音响很一般",28,"乘坐空间足够,油耗满意,车子配置比较高,悬架减震偏硬,外观时尚,后排空间不挤,后备厢空间略小,转向精准,操控足够,底盘悬架扎实",139,"乘坐空间足够,油耗满意,车子配置比较高",73,7.2,9.7
传祺GS5,广汽传祺,紧凑型SUV,4.59,169800,109800,155,"油耗有点高,起步动力肉",7,"空间够大,空间宽敞,油耗有点高,外观漂亮,方向盘很轻,起步动力肉,乘坐空间非常满意,外观耐看,外观大气",30,"空间宽敞,空间够大,外观漂亮",11,9.9,9.9
启辰T70,启辰,紧凑型SUV,4.59,127800,89800,203,"油耗有些略高,隔音不好,悬架减震有些硬",111,"乘坐空间不错,油耗有些略高,外观漂亮,转向手感很轻,隔音不好,转向很精准,悬架减震有些硬,后备厢空间大,内饰差,味道严重",394,"乘坐空间不错,外观漂亮,转向手感很轻",206,8.6,8
风行T5,东风风行,紧凑型SUV,4.59,135900,84900,64,,0,"油耗低,外观大气",9,"油耗低,外观大气",9,8.2,9.2
中华V6,中华,紧凑型SUV,4.58,141900,87900,619,"悬架减震有点硬,味道挺大,悬架减震有点硬",114,"乘坐空间满意,外观霸气,油耗满意,车子配置比较高,后备厢空间很大,转向精准,转向手感很轻,中控屏很喜欢,后排空间很大,车内静音效果不错",2108,"乘坐空间满意,外观霸气,油耗满意",1215,8.6,8.8
领克01,领克,紧凑型SUV,4.58,220800,158800,1076,"储物空间太少了,悬架偏硬,胎噪有点大",278,"油耗满意,乘坐空间够用,外观时尚,安全配置非常高,转向精准,内饰造型满意,储物空间太少了,后备厢空间够用,转向手感很轻,音响很棒",2803,"油耗满意,乘坐空间够用,外观时尚",1527,9.1,8.4
野马T80,野马汽车,紧凑型SUV,4.58,129800,89800,61,"悬架减震很软,起步动力肉",12,"乘坐空间满意,外观霸气,油耗满意,车子配置比较全,后备厢空间大,内饰造型满意,转向精准,后排空间很大,悬架减震很软,储物空间很多",200,"乘坐空间满意,外观霸气,油耗满意",117,8.5,8.6
科雷嘉,雷诺,紧凑型SUV,4.57,208800,139800,308,"胎噪有点大,起步动力肉,后排空间小",88,"外观漂亮,乘坐空间够用,油耗满意,安全配置足够,转向精准,转向手感很轻,胎噪有点大,储物空间够用,起步动力肉,后排空间小",831,"外观漂亮,乘坐空间够用,油耗满意",504,9,8.9
比亚迪S6,比亚迪,中型SUV,4.75,136900,89900,1,隔音不好,3,"乘坐空间满意,安全配置一应俱全,高速油耗满意,隔音不好",26,"乘坐空间满意,安全配置一应俱全,高速油耗满意",23,,
捷途X70,捷途,中型SUV,4.69,120900,69900,299,,0,"油耗低,方向盘很轻,外观大气,外观漂亮",21,"油耗低,方向盘很轻,外观大气",18,8.4,9.7
大指挥官,Jeep,中型SUV,4.68,409800,279800,208,"后备厢空间少的可怜,内饰材质不行",8,"乘坐空间没问题,外观霸气,油耗满意,转向精准,后排空间很大,前排座椅很舒适,后备厢空间少的可怜,内饰造型很喜欢,操控自如,内饰材质不行",86,"乘坐空间没问题,外观霸气,油耗满意",52,9.8,9.8
指挥官,Jeep,中型SUV,4.68,315800,259800,34,,0,"油耗低,外观霸气",7,"油耗低,外观霸气",7,9.8,9.8
讴歌RDX(进口),讴歌,中型SUV,4.68,459800,399800,13,,0,"乘坐空间充裕,外观时尚",6,"乘坐空间充裕,外观时尚",6,11,11
奔驰GLC(进口),奔驰,中型SUV,4.65,594800,463800,4,,0,乘坐空间够用,3,乘坐空间够用,3,10.7,10
唐新能源,比亚迪,中型SUV,4.65,329900,239900,704,"悬架减震偏软,胎噪有点大,发动机噪音略大",79,"乘坐空间没的说,车子配置很高,内饰造型很满意,电耗不错,后备厢空间大,转向手感很轻,转向精准,加速动力很平稳,隔音非常不错,操控性能很不错",1212,"乘坐空间没的说,车子配置很高,内饰造型很满意",667,,
君马SEEK 5(赛克5),君马汽车,中型SUV,4.65,128900,77900,48,,0,"外观大气,油耗低",9,"外观大气,油耗低",9,,
起亚KX7,起亚,中型SUV,4.65,276800,179800,68,"悬架减震有点偏硬,味道不满,起步动力肉",20,"乘坐空间很满意,外观霸气,转向手感很轻,转向精准,车内静音效果不错,加速动力很强烈,后备厢空间巨大,悬架减震有点偏硬,前排座椅舒服,后排空间不小",165,"乘坐空间很满意,外观霸气,转向手感很轻",94,,
欧尚COS1°(科赛),欧尚汽车,中型SUV,4.65,145800,93800,82,,0,"油耗低,外观大气,油耗很满意,前排座椅很舒服",25,"油耗低,外观大气,油耗很满意",22,,
讴歌RDX,讴歌,中型SUV,4.64,438000,328000,13,,0,前排座椅很舒服,3,前排座椅很舒服,3,,
金杯S70,金杯,中型SUV,4.64,113800,79800,101,"悬架减震偏硬,隔音不行,味道比较大",39,"乘坐空间满意,外观漂亮,油耗满意,车子配置很满意,后备厢空间大,操控平顺,转向精准,后排空间大,内饰造型很满意,加速动力十足",378,"乘坐空间满意,外观漂亮,油耗满意",204,,
瑞虎8,奇瑞,中型SUV,4.64,142800,98800,387,"悬架偏硬,胎噪太大,起步动力很肉",62,"乘坐空间很满意,油耗满意,外观漂亮,后备厢空间很大,转向精准,前排座椅舒适,后排空间超大,悬架偏硬,内饰造型全新,胎噪太大",605,"乘坐空间很满意,油耗满意,外观漂亮",395,,
自由光,Jeep,中型SUV,4.64,319800,185800,452,"后排空间偏小,烧机油,悬架减震偏硬",104,"乘坐空间不错,外观漂亮,安全配置很好,转向精准,操控非常灵活,后备厢空间很大,隔音效果好,外观很漂亮,内饰造型很满意,后排空间偏小",1046,"乘坐空间不错,外观漂亮,安全配置很好",557,,
中华V7,中华,中型SUV,4.64,194700,108700,747,"味道大,发动机噪音比较大,胎噪比较大",76,"乘坐空间非常满意,外观漂亮,油耗还算可以,后备厢空间非常大,转向精准,操控很棒,内饰造型时尚,加速动力十足,后排空间大,转向手感很轻",1554,"乘坐空间非常满意,外观漂亮,油耗还算可以",956,,
SWM斯威X7,SWM斯威汽车,中型SUV,4.63,118900,85900,791,"悬架减震有点硬,味道有点大,发动机噪音有点大",73,"乘坐空间满意,外观霸气,车子配置非常高,油耗满意,中控屏喜欢,全景摄像头很实用,倒车影像很实用,转向精准,转向手感很轻,后排空间大",1643,"乘坐空间满意,外观霸气,车子配置非常高",989,,
途达,日产,中型SUV,4.63,245800,169800,131,"乘坐空间合适,转向手感很不适应,中控屏太小了",66,"外观霸气,乘坐空间合适,油耗能接受,后备厢空间大,后备厢空间很大,后排空间宽敞,转向手感很不适应,油耗低,隔音不错,操控感很不错",226,"外观霸气,油耗能接受,后备厢空间大",114,,
唐,比亚迪,中型SUV,4.62,169900,129900,389,"油耗不满意,起步动力肉,胎噪偏大",158,"乘坐空间不错,外观美,油耗不满意,转向手感很轻,转向精准,隔音很优秀,后排空间大,内饰造型满意,车尾灯很有档次感,加速动力不肉",749,"乘坐空间不错,外观美,转向手感很轻",415,,
mu-X牧游侠,五十铃,中型SUV,4.62,284800,178800,57,"转向手感有点硬,起步动力比较肉,隔音不满意",13,"油耗满意,乘坐空间大,外观出色,乘坐空间很足,后备厢空间实用,转向精准,储物空间实用,外漆面挺厚,后备厢空间巨大,底盘很顺利",130,"油耗满意,乘坐空间大,外观出色",76,,
探界者,雪佛兰,中型SUV,4.61,250900,174900,2492,"胎噪有点大,悬架偏硬,起步动力有点肉",502,"乘坐空间不错,外观霸气,油耗满意,车子配置很丰富,后备厢空间很大,后排空间大,转向精准,操控比较灵活,储物空间很多,转向手感很轻",7126,"乘坐空间不错,外观霸气,油耗满意",4091,,
WEY P8,WEY,中型SUV,4.61,279800,259800,48,后备厢空间小,10,"后备厢空间小,外观上档次,乘坐空间足够,后排空间很大,内饰造型比较满意,乘坐舒适",35,"外观上档次,乘坐空间足够,后排空间很大",19,,
启辰T90,启辰,中型SUV,4.6,154800,109800,158,"胎噪有点大,加速动力有点肉,内饰造型廉价",19,"乘坐空间满意,油耗满意,外观漂亮,乘坐空间很不错,油耗理想,后备厢空间大,安全配置齐全,前排座椅很舒服,外观帅气,转向精准",264,"乘坐空间满意,油耗满意,外观漂亮",164,,
众泰T600,众泰,中型SUV,4.6,142800,79800,474,"悬架减震有点硬,起步动力有点肉,味道大",133,"乘坐空间满意,外观霸气,油耗满意,功能配置齐全,后备厢空间很大,转向精准,悬架减震有点硬,内饰造型很满意,前排座椅很舒服,后排空间大",1520,"乘坐空间满意,外观霸气,油耗满意",903,,
牧马人,Jeep,中型SUV,4.6,549900,429900,108,"风噪太大,悬架减震硬,杯架很鸡肋",20,"外观霸气,油耗满意,乘坐空间够用,头部空间大,乘坐空间足够,转向手感较轻,后备厢空间够用,音响不错,内饰造型复古,加速动力后劲十足",226,"外观霸气,油耗满意,乘坐空间够用",118,,
英菲尼迪QX50,英菲尼迪,中型SUV,4.59,489800,339800,182,胎噪比较大,8,"乘坐空间够用,按键外观比较符合人体工程学,油耗满意,前排座椅舒适,转向手感很轻,转向精准,后备厢空间够用,后排空间很大,内饰材质很好,大灯有神",337,"乘坐空间够用,按键外观比较符合人体工程学,油耗满意",189,,
昂科威,别克,中型SUV,4.58,319900,219900,1042,"悬架减震有点硬,味道有点重,起步动力有点肉",219,"乘坐空间不错,外观霸气,安全配置,车内静音效果很好,内饰造型豪华,后排空间大,转向手感很轻,转向精准,操控感很好,储物空间很多",2467,"乘坐空间不错,外观霸气,安全配置",1416,,
撼路者,福特,中型SUV,4.58,368800,265500,304,"倒车影像选配,安全带硬,倒车影像太麻烦",20,"乘坐空间不错,外观霸气,功能配置较全,后备厢空间大,转向精准,车内静音效果不错,转向手感很轻,操控感很不错,底盘扎实,储物空间挺大",809,"乘坐空间不错,外观霸气,功能配置较全",475,,
傲虎,斯巴鲁,中型SUV,4.58,310800,270800,10,,0,"乘坐空间很平整,油耗不错,定速巡航很好用,四驱系统低调",18,"乘坐空间很平整,油耗不错,定速巡航很好用",15,,
揽胜星脉,路虎,中型SUV,4.57,998000,588000,28,"乘坐空间小,油耗不准,油耗不会低",15,"外观流畅,乘坐空间小,后备厢空间很大,转向手感很轻,油耗不准,操控非常棒,内饰造型豪华,转向沉稳,油耗不会低",57,"外观流畅,后备厢空间很大,转向手感很轻",32,,
哈弗H7,哈弗,中型SUV,4.57,180000,152000,99,"储物空间少,悬架偏硬,导航垃圾",101,"乘坐空间不错,外观霸气,功能配置丰富,后备厢空间很大,加速动力十足,储物空间少,隔音不错,操控感还不错,转向手感很轻,转向精准",1048,"乘坐空间不错,外观霸气,功能配置丰富",688,,
柯迪亚克,斯柯达,中型SUV,4.56,269900,189800,259,"悬架减震偏硬,悬架减震偏硬,内饰塑料感强",78,"乘坐空间不错,外观漂亮,油耗满意,车型配置丰富,转向精准,储物空间比较大,悬架减震偏硬,后备厢空间大,悬架减震偏硬,内饰造型简约",709,"乘坐空间不错,外观漂亮,油耗满意",424,,
WEY VV7,WEY,中型SUV,4.54,188800,169800,1975,"后备厢空间有点小,储物空间少,导航不好用",1049,"乘坐空间没得说,外观霸气,安全配置齐全,油耗满意,后备厢空间有点小,车内静音效果很好,后排空间大,内饰造型很满意,转向手感很轻,前排座椅很舒服",7262,"乘坐空间没得说,外观霸气,安全配置齐全",3698,,
冠道,本田,中型SUV,4.53,329800,220000,637,"起步动力有点肉,自动大灯比较遗憾,发动机噪音偏大",202,"乘坐空间无敌,油耗满意,外观霸气,后排空间大,安全配置很好,隔音不错,储物空间很多,内饰造型豪华,转向精准,起步动力有点肉",2030,"乘坐空间无敌,油耗满意,外观霸气",1152,,
本田UR-V,本田,中型SUV,4.52,329800,246800,308,"起步动力有点肉,倒车雷达简配,音响效果差",120,"乘坐空间无敌,外观时尚,油耗满意,安全配置很贴心,后排空间大,隔音好,起步动力有点肉,转向精准,后备厢空间够用,储物空间很多",922,"乘坐空间无敌,外观时尚,油耗满意",527,,
五菱宏光S3,五菱汽车,中型SUV,4.52,81800,56800,172,"起步动力肉,味道大,导航有点说不过去",44,"乘坐空间大,油耗满意,外观霸气,安全配置齐全,底盘挺好,乘坐空间不错,转向精准,储物空间大,转向手感很轻,内饰造型很满意",470,"乘坐空间大,油耗满意,外观霸气",263,,
楼兰,日产,中型SUV,4.52,379800,238800,170,"后备厢空间小,储物空间太少,悬架减震有点硬",93,"乘坐空间够用,油耗满意,外观时尚,后备厢空间小,转向手感很轻,前排座椅舒服,高速油耗满意,储物空间太少,隔音好,音响效果很好",536,"乘坐空间够用,油耗满意,外观时尚",308,,
凯迪拉克XT5,凯迪拉克,中型SUV,4.52,539900,359900,918,"悬架减震偏硬,底盘有点低,起步动力有点肉",115,"乘坐空间不错,外观霸气,油耗满意,车型配置比较厚道,车内静音效果很好,后备厢空间很大,转向手感很轻,后排空间很大,转向精准,操控感不错",2922,"乘坐空间不错,外观霸气,油耗满意",1546,,
奥迪Q5L,奥迪,中型SUV,4.51,517000,392800,40,,0,"外观圆润,油耗低,油耗满意,方向盘很轻,底盘悬架扎实,乘坐空间满意,空间够大,空间宽敞",44,"外观圆润,油耗低,油耗满意",28,,
锐界,福特,中型SUV,4.51,429800,229800,219,"油耗不满意,油耗不低,悬架减震偏硬",117,"功能配置实用,外观霸气,乘坐空间满意,乘坐空间不错,隔音不错,油耗不满意,油耗不低,后备厢空间巨大,转向精准,转向手感适当",598,"功能配置实用,外观霸气,乘坐空间满意",276,,
君马S70,君马汽车,中型SUV,4.51,115900,81900,76,"后悬架偏硬,胎噪有点大",8,"外观时尚,乘坐空间足够,整车配置丰富,油耗满意,乘坐空间不用说,内饰做工细腻,转向手感很轻,转向精准,操控棒,后悬架偏硬",145,"外观时尚,乘坐空间足够,整车配置丰富",82,,
宝沃BX7,宝沃,中型SUV,4.51,326800,169800,33,,0,"乘坐空间大,内饰造型赞,外观很流畅,乘坐空间满意,后排空间都很大,后备厢空间大,外观硬朗",30,"乘坐空间大,外观很流畅,内饰造型赞",17,,
标致5008,标致,中型SUV,4.5,279700,187700,351,"备胎选配,起步动力肉,悬架减震偏硬",121,"乘坐空间够用,油耗满意,外观漂亮,安全配置,操控非常棒,内饰造型满意,转向精准,后排空间很大,后备厢空间大,转向手感很轻",1060,"乘坐空间够用,油耗满意,外观漂亮",602,,
北汽幻速S7,北汽幻速,中型SUV,4.49,115800,78800,74,"储物空间太少,起步动力肉,导航有点不靠谱",17,"乘坐空间没话说,外观霸气,乘坐空间灵活,转向手感挺轻,悬架舒适,储物空间太少,转向精准,起步动力肉,内饰造型漂亮,前排座椅挺舒适",149,"乘坐空间没话说,外观霸气,乘坐空间灵活",100,,
英致G5,潍柴英致,中型SUV,4.48,85800,59800,18,隔音差,4,"乘坐空间不错,油耗满意,外观不错,大灯犀利,隔音差,转向手感灵活,后排空间大",44,"乘坐空间不错,油耗满意,外观不错",30,,
东风风光580,东风风光,中型SUV,4.47,123000,80900,212,"油耗不低,悬架减震太硬,外漆面有点薄",129,"乘坐空间满意,外观漂亮,油耗不低,车子配置多好,悬架减震太硬,外漆面有点薄,起步动力有点肉,后备厢空间大,储物空间比较满意,高速油耗满意",487,"乘坐空间满意,外观漂亮,车子配置多好",280,,
汉兰达,丰田,中型SUV,4.47,422800,239800,532,"车型配置太低,外漆面太薄,起步动力有点肉",272,"乘坐空间满意,外观霸气,车型配置太低,储物空间大,隔音好,悬架减震舒适,外漆面太薄,操控还不错,起步动力有点肉,扶手箱大",1361,"乘坐空间满意,外观霸气,储物空间大",796,,
传祺GS8,广汽传祺,中型SUV,4.46,259800,163800,807,"悬架减震偏硬,导航关不了,音响差",186,"乘坐空间很满意,外观霸气,安全配置很放心,转向手感很轻,大灯犀利,储物空间很多,转向精准,悬架减震偏硬,内饰造型满意,隔音不错",1660,"乘坐空间很满意,外观霸气,安全配置很放心",1144,,
探岳,大众,中型SUV,4.46,319800,188800,36,悬架减震偏硬,3,"油耗低,外观大气,外观漂亮,悬架减震偏硬",18,"油耗低,外观大气,外观漂亮",15,,
比亚迪S7,比亚迪,中型SUV,4.45,139900,99900,120,"油耗不满意,悬架减震偏硬,起步动力肉",66,"乘坐空间满意,车子配置比较好,油耗不满意,外观霸气,悬架减震偏硬,隔音好,转向精准,高速油耗满意,后备厢空间超大,全景摄像头很方便",298,"乘坐空间满意,车子配置比较好,外观霸气",158,,
沃尔沃XC60,沃尔沃,中型SUV,4.45,479900,369900,433,"悬架减震偏硬,起步动力肉,悬架减震偏硬",73,"外观漂亮,乘坐空间够用,安全配置丰富,转向手感很轻,转向精准,车内静音效果很好,味道很小,前排座椅很舒服,自动驾驶不错,后备厢空间大",857,"外观漂亮,乘坐空间够用,安全配置丰富",495,,
马自达CX-8,马自达,中大型SUV,4.69,330800,258800,10,,0,"保养费用免费,油耗低",6,"保养费用免费,油耗低",6,,
普拉多,丰田,中大型SUV,4.68,615800,443800,662,"悬架减震比较硬,味道很大,起步动力有点肉",113,"乘坐空间非常不错,外观霸气,油耗满意,安全配置比较好,四驱系统完美,后排空间比较宽敞,后备厢空间大,底盘很好,操控顺手,悬架减震比较硬",1461,"乘坐空间非常不错,外观霸气,油耗满意",982,,
英菲尼迪QX60,英菲尼迪,中大型SUV,4.66,582800,488800,191,"味道很大,导航鸡肋,味道很重",30,"乘坐空间足够,油耗满意,外观霸气,功能配置完善,转向精准,外观漂亮,内饰造型豪华,操控不错,后备厢空间很大,车内静音效果不错",581,"乘坐空间足够,油耗满意,外观霸气",351,,
哈弗H9,哈弗,中大型SUV,4.64,272800,219800,350,"导航垃圾,储物空间少,转向手感太重",83,"油耗满意,外观霸气,乘坐空间没的说,乘坐空间够用,内饰配置足够,功能配置丰富,隔音好,后备厢空间很大,导航垃圾,储物空间少",648,"油耗满意,外观霸气,乘坐空间没的说",312,,
上汽大通D90,上汽大通,中大型SUV,4.63,266900,156700,187,"起步动力比较肉,悬架偏硬,座椅做工不满意",39,"乘坐空间大,外观霸气,内饰配置很好,储物空间非常满意,转向手感很轻,内饰造型满意,转向精准,车内静音效果不错,前排座椅很舒服,操控很棒",503,"乘坐空间大,外观霸气,内饰配置很好",331,,
途锐,大众,中大型SUV,4.63,836800,636800,6,,0,"外观厚重,油耗能接受,乘坐空间足够,后备厢空间很大,储物空间充足",25,"外观厚重,油耗能接受,乘坐空间足够",18,,
讴歌MDX,讴歌,中大型SUV,4.63,848000,698000,4,,0,油耗满意,3,油耗满意,3,,
沃尔沃XC90,沃尔沃,中大型SUV,4.62,866800,643800,10,"悬架减震有点硬,储物空间太小",7,"外观霸气,乘坐空间合适,油耗满意,乘坐空间完全够用,悬架减震有点硬,后备厢空间很大,储物空间太小",39,"外观霸气,乘坐空间合适,油耗满意",23,,
长安CS95,长安,中大型SUV,4.6,229800,159800,405,"市区油耗不低,外漆面偏软,风噪有点大",60,"乘坐空间没的说,外观霸气,安全配置丰富,操控轻松,转向精准,储物空间很多,隔音好,转向手感很轻,前排座椅舒适,保养费用免费",975,"乘坐空间没的说,外观霸气,安全配置丰富",581,,
林肯MKX,林肯,中大型SUV,4.59,618800,418800,28,"油耗不满意,油耗不算低",19,"外观霸气,乘坐空间够用,乘坐空间足够,隔音好,油耗不满意,车型配置很高,油耗不算低,车尾灯拉风,音响不错,后备厢空间大",108,"外观霸气,乘坐空间够用,乘坐空间足够",50,,
宝马X5,宝马,中大型SUV,4.56,994900,699900,36,,0,"乘坐空间够用,外观霸气,转向精准,乘坐空间足够,油耗满意,加速动力十足,悬架减震舒服,操控性能优异,路感反馈清晰,后备厢空间大",74,"乘坐空间够用,外观霸气,转向精准",36,,
荣威RX8,荣威,中大型SUV,4.56,251800,168800,1056,"味道大,风噪较大,轮胎噪音比较大",66,"乘坐空间满意,外观很霸气,油耗能接受,被动安全配置舒适,内饰造型很实用,后备厢空间大,前排座椅很舒服,转向精准,隔音很好,味道大",1181,"乘坐空间满意,外观很霸气,油耗能接受",740,,
哈弗H8,哈弗,中大型SUV,4.56,231800,183800,111,"储物空间太少,转向手感太重,悬架减震偏硬",63,"乘坐空间没的说,油耗满意,外观霸气,安全配置齐全,储物空间太少,车内静音效果不错,后备厢空间大,定速巡航很好用,转向手感太重,悬架减震偏硬",391,"乘坐空间没的说,油耗满意,外观霸气",208,,
众泰T700,众泰,中大型SUV,4.56,155800,106800,393,"油耗不满意,悬架减震硬,起步动力肉",261,"乘坐空间没得说,外观霸气,内饰配置丰富,油耗不满意,隔音不错,悬架减震硬,后备厢空间很大,内饰造型很满意,储物空间比较丰富,后排空间大",1400,"乘坐空间没得说,外观霸气,内饰配置丰富",810,,
